"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"1623",13.0734418251547,12.0745726480435,14.0723110022658,11.5458032462318,14.6010804040776
"1624",13.0734418251547,12.0211868120703,14.125696838239,11.4641566557978,14.6827269945115
"1625",13.0734418251547,11.9703817215613,14.1765019287481,11.3864569749529,14.7604266753564
"1626",13.0734418251547,11.9218157696497,14.2250678806596,11.3121817610788,14.8347018892306
"1627",13.0734418251547,11.875216657961,14.2716669923484,11.2409145697484,14.905969080561
"1628",13.0734418251547,11.8303631748373,14.316520475472,11.1723170869259,14.9745665633834
"1629",13.0734418251547,11.7870727061017,14.3598109442077,11.1061100283284,15.0407736219809
"1630",13.0734418251547,11.7451924170872,14.4016912332221,11.0420596535036,15.1048239968058
"1631",13.0734418251547,11.7045928672305,14.4422907830788,10.9799680001928,15.1669156501165
"1632",13.0734418251547,11.6651632841024,14.481720366207,10.919665656585,15.2272179937243
"1633",13.0734418251547,11.6268079983807,14.5200756519287,10.8610063090781,15.2858773412312
"1634",13.0734418251547,11.5894437091366,14.5574399411728,10.8038625598953,15.3430210904141
"1635",13.0734418251547,11.5529973546384,14.593886295671,10.7481226707602,15.3987609795491
"1636",13.0734418251547,11.5174044324478,14.6294792178616,10.6936879937065,15.4531956566028
"1637",13.0734418251547,11.4826076580962,14.6642759922131,10.6404709196997,15.5064127306096
"1638",13.0734418251547,11.4485558824932,14.6983277678161,10.5883932229562,15.5584904273532
"1639",13.0734418251547,11.4152032095636,14.7316804407457,10.5373847114865,15.6094989388229
"1640",13.0734418251547,11.3825082706305,14.7643753796788,10.4873821173588,15.6595015329506
"1641",13.0734418251547,11.3504336227963,14.796450027513,10.4383281766029,15.7085554737064
"1642",13.0734418251547,11.3189452463685,14.8279384039409,10.3901708605888,15.7567127897205
"1643",13.0734418251547,11.2880121220997,14.8588715282096,10.3428627294718,15.8040209208376
"1644",13.0734418251547,11.2576058732776,14.8892777770317,10.2963603848151,15.8505232654943
"1645",13.0734418251547,11.2277004609035,14.9191831894058,10.2506240034069,15.8962596469025
"1646",13.0734418251547,11.1982719226429,14.9486117276665,10.2056169380189,15.9412667122905
"1647",13.0734418251547,11.1692981481007,14.9775855022086,10.1613053737201,15.9855782765892
"1648",13.0734418251547,11.1407586844296,15.0061249658798,10.1176580305797,16.0292256197297
"1649",13.0734418251547,11.1126345674107,15.0342490828986,10.0746459053278,16.0722377449816
"1650",13.0734418251547,11.0849081740439,15.0619754762654,10.0322420459115,16.1146416043978
"1651",13.0734418251547,11.0575630933907,15.0893205569186,9.99042135396621,16.1564622963431
"1652",13.0734418251547,11.0305840129816,15.1162996373278,9.94916041109072,16.1977232392186
"1653",13.0734418251547,11.003956618555,15.1429270317544,9.90843732551114,16.2384463247982
"1654",13.0734418251547,10.9776675052639,15.1692161450454,9.86823159628323,16.2786520540261
"1655",13.0734418251547,10.951704098787,15.1951795515223,9.82852399264173,16.3183596576676
"1656",13.0734418251547,10.9260545850253,15.220829065284,9.78929644648173,16.3575872038276
"1657",13.0734418251547,10.9007078472713,15.246175803038,9.75053195626609,16.3963516940433
"1658",13.0734418251547,10.8756534099001,15.2712302404092,9.71221450090903,16.4346691494003
"1659",13.0734418251547,10.8508813877749,15.2960022625344,9.67432896239859,16.4725546879107
"1660",13.0734418251547,10.8263824406737,15.3205012096356,9.6368610560977,16.5100225942116
"1661",13.0734418251547,10.8021477321402,15.3447359181691,9.59979726781284,16.5470863824965
"1662",13.0734418251547,10.7781688922465,15.3687147580628,9.56312479684386,16.5837588534655
"1663",13.0734418251547,10.7544379838212,15.3924456664881,9.52683150433463,16.6200521459747
"1664",13.0734418251547,10.7309474717575,15.4159361785518,9.49090586633367,16.6559777839757
"1665",13.0734418251547,10.7076901950641,15.4391934552452,9.45533693105004,16.6915467192593
"1666",13.0734418251547,10.6846593413662,15.4622243089431,9.42011427985542,16.7267693704539
"1667",13.0734418251547,10.6618484235978,15.4850352267116,9.38522799163843,16.7616556586709
"1668",13.0734418251547,10.6392512586601,15.5076323916493,9.35066861016576,16.7962150401436
"1669",13.0734418251547,10.6168619478477,15.5300217024617,9.31642711414578,16.8304565361636
"1670",13.0734418251547,10.5946748588652,15.5522087914442,9.28249488972606,16.8643887605833
"1671",13.0734418251547,10.5726846092805,15.5741990410288,9.2488637051872,16.8980199451221
"1672",13.0734418251547,10.5508860512767,15.5959975990326,9.21552568762235,16.931357962687
"1673",13.0734418251547,10.5292742575791,15.6176093927302,9.18247330141529,16.964410348894
"1674",13.0734418251547,10.5078445084501,15.6390391418592,9.14969932835026,16.9971843219591
"1675",13.0734418251547,10.4865922796534,15.6602913706559,9.11719684920496,17.0296868011044
"1676",13.0734418251547,10.4655132313012,15.6813704190081,9.08495922669374,17.0619244236156
"1677",13.0734418251547,10.4446031975061,15.7022804528032,9.0529800896417,17.0939035606676
"1678",13.0734418251547,10.4238581767685,15.7230254735408,9.02125331828307,17.1256303320263
"1679",13.0734418251547,10.4032743230354,15.7436093272739,8.98977303058763,17.1571106197217
"1680",13.0734418251547,10.3828479373759,15.7640357129334,8.95853356952867,17.1883500807807
"1681",13.0734418251547,10.3625754602206,15.7843081900887,8.92752949121449,17.2193541590948
"1682",13.0734418251547,10.3424534641196,15.8044301861897,8.8967555538128,17.2501280964965
"1683",13.0734418251547,10.3224786469773,15.824405003332,8.8662067072044,17.2806769431049
"1684",13.0734418251547,10.3026478257267,15.8442358245826,8.83587808330814,17.3110055670012
"1685",13.0734418251547,10.2829579304073,15.863925719902,8.80576498702474,17.3411186632846
"1686",13.0734418251547,10.2634059986175,15.8834776516919,8.77586288775177,17.3710207625576
"1687",13.0734418251547,10.2439891703111,15.9028944799982,8.74616741142639,17.4007162388829
"1688",13.0734418251547,10.2247046829144,15.922178967395,8.71667433305623,17.4302093172531
"1689",13.0734418251547,10.2055498667368,15.9413337835725,8.68737956970229,17.4595040806071
"1690",13.0734418251547,10.1865221406577,15.9603615096517,8.65827917388095,17.4886044764284
"1691",13.0734418251547,10.1676190080657,15.9792646422436,8.62936932735485,17.5175143229545
"1692",13.0734418251547,10.1488380530356,15.9980455972738,8.60064633528493,17.5462373150244
"1693",13.0734418251547,10.1301769367235,16.0167067135858,8.57210662071839,17.574777029591
"1694",13.0734418251547,10.1116333939677,16.0352502563416,8.54374671938919,17.6031369309202
"1695",13.0734418251547,10.093205230079,16.0536784202304,8.51556327480977,17.6313203754996
"1696",13.0734418251547,10.0748903178087,16.0719933325006,8.48755303363427,17.6593306166751
"1697",13.0734418251547,10.0566865944829,16.0901970558264,8.45971284127506,17.6871708090343
"1698",13.0734418251547,10.0385920592909,16.1082915910185,8.43203963775601,17.7148440125533
"1699",13.0734418251547,10.0206047707179,16.1262788795914,8.40453045378688,17.7423531965225
"1700",13.0734418251547,10.0027228441145,16.1441608061949,8.37718240704478,17.7697012432646
"1701",13.0734418251547,9.98494444939103,16.1619392009183,8.34999269864932,17.79689095166
"1702",13.0734418251547,9.96726780883213,16.1796158414772,8.32295860981937,17.82392504049
"1703",13.0734418251547,9.94969119502177,16.1971924552876,8.29607749870009,17.8508061516092
"1704",13.0734418251547,9.93221292887313,16.2146707214362,8.26934679734984,17.8775368529595
"1705",13.0734418251547,9.91483137775655,16.2320522725528,8.24276400887697,17.9041196414324
"1706",13.0734418251547,9.89754495371962,16.2493386965897,8.21632670471787,17.9305569455915
"1707",13.0734418251547,9.88035211179406,16.2665315385153,8.19003252204745,17.9568511282619
"1708",13.0734418251547,9.86325134838421,16.2836323019251,8.16387916131459,17.9830044889947
"1709",13.0734418251547,9.84624119973235,16.300642450577,8.13786438389505,18.0090192664143
"1710",13.0734418251547,9.82932024045649,16.3175634098528,8.11198600985518,18.0348976404542
"1711",13.0734418251547,9.81248708215638,16.334396568153,8.08624191582003,18.0606417344893
"1712",13.0734418251547,9.79574037208402,16.3511432782253,8.06063003294006,18.0862536173693
"1713",13.0734418251547,9.77907879187497,16.3678048584344,8.03514834495087,18.1117353053585
"1714",13.0734418251547,9.7625010563371,16.3843825939722,8.00979488632071,18.1370887639886
"1715",13.0734418251547,9.74600591229374,16.4008777380156,7.98456774048124,18.1623159098281
"1716",13.0734418251547,9.72959213747804,16.4172915128313,7.95946503813665,18.1874186121727
"1717",13.0734418251547,9.71325853947612,16.4336251108332,7.93448495564725,18.2123986946621
"1718",13.0734418251547,9.69700395471608,16.4498796955933,7.9096257134834,18.2372579368259
"1719",13.0734418251547,9.68082724750069,16.4660564028087,7.88488557474607,18.2619980755633
"1720",13.0734418251547,9.66472730908139,16.482156341228,7.86026284375066,18.2866208065587
"1721",13.0734418251547,9.64870305677143,16.4981805935379,7.8357558646707,18.3111277856386
"1722",13.0734418251547,9.63275343309625,16.5141302172131,7.81136302023839,18.335520630071
"1723",13.0734418251547,9.61687740497906,16.5300062453303,7.78708273049911,18.3598009198102
"1724",13.0734418251547,9.60107396296,16.5458096873493,7.76291345161726,18.3839701986921
"1725",13.0734418251547,9.58534212044714,16.5615415298622,7.73885367473067,18.4080299755787
